date,group,cluster,reconstructed,observed
1984-01-01,1,35,9.13E-02,NA
1984-02-01,1,35,2.51E-01,NA
1984-03-01,1,35,2.24E-01,NA
1984-04-01,1,35,1.11E-01,NA
1984-05-01,1,35,-9.15E-02,NA
1984-06-01,1,35,-3.26E-01,NA
1984-07-01,1,35,-5.31E-01,NA
1984-08-01,1,35,-6.63E-01,NA
1984-09-01,1,35,-6.64E-01,NA
1984-10-01,1,35,-5.18E-01,NA
1984-11-01,1,35,-3.13E-01,NA
1984-12-01,1,35,-1.11E-01,NA
1985-01-01,1,35,5.30E-02,NA
1985-02-01,1,35,1.48E-01,NA
1985-03-01,1,35,1.52E-01,NA
1985-04-01,1,35,5.67E-02,NA
1985-05-01,1,35,-1.28E-01,NA
1985-06-01,1,35,-3.60E-01,NA
1985-07-01,1,35,-5.78E-01,NA
1985-08-01,1,35,-7.13E-01,-0.47197485
1985-09-01,1,35,-7.23E-01,-0.47197485
1985-10-01,1,35,-6.02E-01,-0.47197485
1985-11-01,1,35,-3.87E-01,-0.47197485
1985-12-01,1,35,-1.35E-01,NA
1986-01-01,1,35,9.11E-02,NA
1986-02-01,1,35,2.44E-01,NA
1986-03-01,1,35,2.94E-01,-0.47197485
1986-04-01,1,35,2.28E-01,-0.47197485
1986-05-01,1,35,5.40E-02,-0.47197485
1986-06-01,1,35,-1.91E-01,-0.47197485
1986-07-01,1,35,-4.47E-01,-0.47197485
1986-08-01,1,35,-6.31E-01,-0.47197485
1986-09-01,1,35,-6.71E-01,-0.47197485
1986-10-01,1,35,-5.40E-01,-0.47197485
1986-11-01,1,35,-2.74E-01,-0.07705265
1986-12-01,1,35,4.14E-02,NA
1987-01-01,1,35,3.17E-01,NA
1987-02-01,1,35,4.91E-01,NA
1987-03-01,1,35,5.33E-01,2.8425508
1987-04-01,1,35,4.32E-01,-0.47197485
1987-05-01,1,35,2.03E-01,-0.47197485
1987-06-01,1,35,-1.14E-01,-0.47197485
1987-07-01,1,35,-4.45E-01,-0.47197485
1987-08-01,1,35,-6.80E-01,NA
1987-09-01,1,35,-7.08E-01,-0.47197485
1987-10-01,1,35,-5.04E-01,-0.47197485
1987-11-01,1,35,-1.54E-01,NA
1987-12-01,1,35,2.20E-01,NA
1988-01-01,1,35,5.33E-01,NA
1988-02-01,1,35,7.28E-01,-0.44376612
1988-03-01,1,35,7.68E-01,-0.47197485
1988-04-01,1,35,6.46E-01,-0.47197485
1988-05-01,1,35,3.86E-01,-0.47197485
1988-06-01,1,35,3.19E-02,-0.47197485
1988-07-01,1,35,-3.40E-01,-0.47197485
1988-08-01,1,35,-6.07E-01,-0.47197485
1988-09-01,1,35,-6.47E-01,NA
1988-10-01,1,35,-4.36E-01,-0.47197485
1988-11-01,1,35,-5.97E-02,-0.47197485
1988-12-01,1,35,3.57E-01,NA
1989-01-01,1,35,7.11E-01,NA
1989-02-01,1,35,9.34E-01,NA
1989-03-01,1,35,9.87E-01,3.3785164
1989-04-01,1,35,8.67E-01,3.2515774
1989-05-01,1,35,6.01E-01,-0.47197485
1989-06-01,1,35,2.34E-01,NA
1989-07-01,1,35,-1.58E-01,NA
1989-08-01,1,35,-4.48E-01,NA
1989-09-01,1,35,-5.04E-01,-0.47197485
1989-10-01,1,35,-2.99E-01,-0.47197485
1989-11-01,1,35,8.39E-02,-0.45787048
1989-12-01,1,35,5.09E-01,NA
1990-01-01,1,35,8.65E-01,NA
1990-02-01,1,35,1.09E+00,NA
1990-03-01,1,35,1.13E+00,NA
1990-04-01,1,35,1.00E+00,NA
1990-05-01,1,35,7.22E-01,NA
1990-06-01,1,35,3.38E-01,1.8270365
1990-07-01,1,35,-7.24E-02,-0.47197485
1990-08-01,1,35,-3.74E-01,-0.47197485
1990-09-01,1,35,-4.34E-01,-0.47197485
1990-10-01,1,35,-2.30E-01,-0.47197485
1990-11-01,1,35,1.51E-01,-0.47197485
1990-12-01,1,35,5.67E-01,NA
1991-01-01,1,35,9.11E-01,NA
1991-02-01,1,35,1.12E+00,-0.35913995
1991-03-01,1,35,1.16E+00,NA
1991-04-01,1,35,1.01E+00,3.2515774
1991-05-01,1,35,7.03E-01,3.3785164
1991-06-01,1,35,2.88E-01,3.3785164
1991-07-01,1,35,-1.54E-01,-0.47197485
1991-08-01,1,35,-4.74E-01,-0.47197485
1991-09-01,1,35,-5.32E-01,-0.47197485
1991-10-01,1,35,-3.12E-01,-0.47197485
1991-11-01,1,35,8.85E-02,-0.47197485
1991-12-01,1,35,5.19E-01,NA
1992-01-01,1,35,8.70E-01,NA
1992-02-01,1,35,1.08E+00,NA
1992-03-01,1,35,1.11E+00,-0.47197485
1992-04-01,1,35,9.45E-01,-0.47197485
1992-05-01,1,35,6.11E-01,-0.47197485
1992-06-01,1,35,1.54E-01,NA
1992-07-01,1,35,-3.27E-01,-0.47197485
1992-08-01,1,35,-6.58E-01,-0.47197485
1992-09-01,1,35,-6.87E-01,-0.47197485
1992-10-01,1,35,-4.10E-01,-0.47197485
1992-11-01,1,35,4.12E-02,-0.47197485
1992-12-01,1,35,5.03E-01,NA
1993-01-01,1,35,8.68E-01,NA
1993-02-01,1,35,1.08E+00,NA
1993-03-01,1,35,1.12E+00,0.38839138
1993-04-01,1,35,9.61E-01,3.2515774
1993-05-01,1,35,6.35E-01,3.2233686
1993-06-01,1,35,1.90E-01,0.4166001
1993-07-01,1,35,-2.76E-01,NA
1993-08-01,1,35,-5.96E-01,-0.47197485
1993-09-01,1,35,-6.29E-01,-0.47197485
1993-10-01,1,35,-3.68E-01,-0.47197485
1993-11-01,1,35,5.87E-02,NA
1993-12-01,1,35,4.96E-01,NA
1994-01-01,1,35,8.42E-01,NA
1994-02-01,1,35,1.05E+00,NA
1994-03-01,1,35,1.08E+00,NA
1994-04-01,1,35,9.33E-01,NA
1994-05-01,1,35,6.16E-01,NA
1994-06-01,1,35,1.75E-01,-0.14757447
1994-07-01,1,35,-2.95E-01,-0.47197485
1994-08-01,1,35,-6.29E-01,NA
1994-09-01,1,35,-6.75E-01,NA
1994-10-01,1,35,-4.25E-01,NA
1994-11-01,1,35,-4.16E-03,NA
1994-12-01,1,35,4.35E-01,NA
1995-01-01,1,35,7.90E-01,NA
1995-02-01,1,35,1.01E+00,NA
1995-03-01,1,35,1.06E+00,1.0795052
1995-04-01,1,35,9.46E-01,-0.06294828
1995-05-01,1,35,6.70E-01,0.8679398
1995-06-01,1,35,2.66E-01,3.364412
1995-07-01,1,35,-1.87E-01,-0.47197485
1995-08-01,1,35,-5.27E-01,-0.47197485
1995-09-01,1,35,-5.96E-01,-0.47197485
1995-10-01,1,35,-3.64E-01,-0.47197485
1995-11-01,1,35,5.58E-02,-0.45787048
1995-12-01,1,35,5.08E-01,NA
1996-01-01,1,35,8.77E-01,NA
1996-02-01,1,35,1.10E+00,NA
1996-03-01,1,35,1.16E+00,NA
1996-04-01,1,35,1.04E+00,0.38839138
1996-05-01,1,35,7.71E-01,NA
1996-06-01,1,35,3.75E-01,0.8961485
1996-07-01,1,35,-6.72E-02,-0.47197485
1996-08-01,1,35,-3.98E-01,-0.47197485
1996-09-01,1,35,-4.57E-01,-0.47197485
1996-10-01,1,35,-2.22E-01,-0.47197485
1996-11-01,1,35,1.87E-01,-0.45787048
1996-12-01,1,35,6.17E-01,NA
1997-01-01,1,35,9.60E-01,NA
1997-02-01,1,35,1.16E+00,NA
1997-03-01,1,35,1.19E+00,3.3785164
1997-04-01,1,35,1.06E+00,3.3785164
1997-05-01,1,35,7.74E-01,0.8256267
1997-06-01,1,35,3.73E-01,-0.42966175
1997-07-01,1,35,-6.12E-02,-0.47197485
1997-08-01,1,35,-3.74E-01,-0.47197485
1997-09-01,1,35,-4.27E-01,-0.47197485
1997-10-01,1,35,-2.11E-01,NA
1997-11-01,1,35,1.57E-01,NA
1997-12-01,1,35,5.39E-01,NA
1998-01-01,1,35,8.42E-01,NA
1998-02-01,1,35,1.01E+00,NA
1998-03-01,1,35,1.03E+00,NA
1998-04-01,1,35,8.79E-01,0.38839138
1998-05-01,1,35,5.81E-01,NA
1998-06-01,1,35,1.72E-01,-0.41555738
1998-07-01,1,35,-2.54E-01,-0.47197485
1998-08-01,1,35,-5.46E-01,-0.47197485
1998-09-01,1,35,-5.86E-01,-0.47197485
1998-10-01,1,35,-3.81E-01,-0.47197485
1998-11-01,1,35,-4.13E-02,-0.47197485
1998-12-01,1,35,3.08E-01,NA
1999-01-01,1,35,5.83E-01,NA
1999-02-01,1,35,7.37E-01,3.3503077
1999-03-01,1,35,7.41E-01,1.1218183
1999-04-01,1,35,5.87E-01,-0.28861812
1999-05-01,1,35,2.88E-01,-0.28861812
1999-06-01,1,35,-1.12E-01,-0.47197485
1999-07-01,1,35,-5.13E-01,-0.47197485
1999-08-01,1,35,-7.75E-01,-0.47197485
1999-09-01,1,35,-8.00E-01,-0.47197485
1999-10-01,1,35,-5.96E-01,-0.47197485
1999-11-01,1,35,-2.68E-01,-0.47197485
1999-12-01,1,35,6.79E-02,NA
2000-01-01,1,35,3.33E-01,NA
2000-02-01,1,35,4.83E-01,-0.47197485
2000-03-01,1,35,4.92E-01,NA
2000-04-01,1,35,3.49E-01,0.10630409
2000-05-01,1,35,6.83E-02,NA
2000-06-01,1,35,-3.01E-01,-0.47197485
2000-07-01,1,35,-6.60E-01,-0.47197485
2000-08-01,1,35,-8.80E-01,-0.47197485
2000-09-01,1,35,-8.76E-01,-0.47197485
2000-10-01,1,35,-6.57E-01,-0.47197485
2000-11-01,1,35,-3.20E-01,-0.45787048
2000-12-01,1,35,2.40E-02,NA
2001-01-01,1,35,3.01E-01,NA
2001-02-01,1,35,4.68E-01,0.8679398
2001-03-01,1,35,4.98E-01,0.8256267
2001-04-01,1,35,3.82E-01,-0.45787048
2001-05-01,1,35,1.36E-01,-0.47197485
2001-06-01,1,35,-1.93E-01,-0.47197485
2001-07-01,1,35,-5.10E-01,-0.47197485
2001-08-01,1,35,-6.97E-01,-0.47197485
2001-09-01,1,35,-6.73E-01,-0.47197485
2001-10-01,1,35,-4.50E-01,-0.47197485
2001-11-01,1,35,-1.17E-01,-0.47197485
2001-12-01,1,35,2.24E-01,NA
2002-01-01,1,35,5.00E-01,NA
2002-02-01,1,35,6.69E-01,3.1528468
2002-03-01,1,35,7.01E-01,0.38839138
2002-04-01,1,35,5.87E-01,NA
2002-05-01,1,35,3.43E-01,0.36018264
2002-06-01,1,35,1.72E-02,-0.44376612
2002-07-01,1,35,-3.00E-01,-0.47197485
2002-08-01,1,35,-4.94E-01,-0.47197485
2002-09-01,1,35,-4.84E-01,-0.44376612
2002-10-01,1,35,-2.80E-01,-0.45787048
2002-11-01,1,35,3.09E-02,-0.30272248
2002-12-01,1,35,3.52E-01,NA
2003-01-01,1,35,6.14E-01,NA
2003-02-01,1,35,7.71E-01,NA
2003-03-01,1,35,7.93E-01,0.10630409
2003-04-01,1,35,6.69E-01,0.374287
2003-05-01,1,35,4.15E-01,0.71279174
2003-06-01,1,35,7.96E-02,0.7268961
2003-07-01,1,35,-2.46E-01,-0.41555738
2003-08-01,1,35,-4.47E-01,-0.47197485
2003-09-01,1,35,-4.50E-01,-0.47197485
2003-10-01,1,35,-2.66E-01,-0.47197485
2003-11-01,1,35,2.19E-02,-0.47197485
2003-12-01,1,35,3.22E-01,NA
2004-01-01,1,35,5.66E-01,NA
2004-02-01,1,35,7.11E-01,1.5167406
2004-03-01,1,35,7.25E-01,1.150027
2004-04-01,1,35,5.94E-01,-0.44376612
2004-05-01,1,35,3.34E-01,-0.47197485
2004-06-01,1,35,-6.87E-03,-0.47197485
2004-07-01,1,35,-3.34E-01,-0.47197485
2004-08-01,1,35,-5.37E-01,-0.47197485
2004-09-01,1,35,-5.50E-01,-0.47197485
2004-10-01,1,35,-3.87E-01,-0.47197485
2004-11-01,1,35,-1.22E-01,-0.45787048
2004-12-01,1,35,1.56E-01,NA
2005-01-01,1,35,3.85E-01,NA
2005-02-01,1,35,5.19E-01,2.927177
2005-03-01,1,35,5.26E-01,-0.21809629
2005-04-01,1,35,3.91E-01,0.7833136
2005-05-01,1,35,1.28E-01,-0.47197485
2005-06-01,1,35,-2.10E-01,-0.47197485
2005-07-01,1,35,-5.31E-01,-0.47197485
2005-08-01,1,35,-7.29E-01,-0.47197485
2005-09-01,1,35,-7.47E-01,-0.47197485
2005-10-01,1,35,-5.96E-01,-0.47197485
2005-11-01,1,35,-3.44E-01,-0.47197485
2005-12-01,1,35,-7.38E-02,NA
2006-01-01,1,35,1.52E-01,NA
2006-02-01,1,35,2.88E-01,1.150027
2006-03-01,1,35,3.02E-01,0.684583
2006-04-01,1,35,1.79E-01,-0.45787048
2006-05-01,1,35,-6.84E-02,-0.47197485
2006-06-01,1,35,-3.87E-01,-0.47197485
2006-07-01,1,35,-6.84E-01,-0.47197485
2006-08-01,1,35,-8.61E-01,-0.47197485
2006-09-01,1,35,-8.62E-01,-0.47197485
2006-10-01,1,35,-6.97E-01,-0.47197485
2006-11-01,1,35,-4.29E-01,-0.45787048
2006-12-01,1,35,-1.39E-01,NA
2007-01-01,1,35,1.11E-01,NA
2007-02-01,1,35,2.76E-01,0.00757354
2007-03-01,1,35,3.21E-01,-0.21809629
2007-04-01,1,35,2.29E-01,-0.47197485
2007-05-01,1,35,1.35E-02,-0.47197485
2007-06-01,1,35,-2.74E-01,-0.47197485
2007-07-01,1,35,-5.43E-01,-0.47197485
2007-08-01,1,35,-6.91E-01,-0.47197485
2007-09-01,1,35,-6.64E-01,-0.47197485
2007-10-01,1,35,-4.70E-01,-0.47197485
2007-11-01,1,35,-1.78E-01,-0.47197485
2007-12-01,1,35,1.34E-01,NA
2008-01-01,1,35,4.04E-01,NA
2008-02-01,1,35,5.86E-01,-0.44376612
2008-03-01,1,35,6.43E-01,0.52943504
2008-04-01,1,35,5.59E-01,3.1669512
2008-05-01,1,35,3.46E-01,2.616881
2008-06-01,1,35,5.38E-02,0.7268961
2008-07-01,1,35,-2.24E-01,-0.47197485
2008-08-01,1,35,-3.80E-01,-0.47197485
2008-09-01,1,35,-3.55E-01,-0.47197485
2008-10-01,1,35,-1.62E-01,NA
2008-11-01,1,35,1.25E-01,-0.47197485
2008-12-01,1,35,4.29E-01,NA
2009-01-01,1,35,6.90E-01,NA
2009-02-01,1,35,8.61E-01,-0.30272248
2009-03-01,1,35,9.04E-01,-0.30272248
2009-04-01,1,35,8.02E-01,-0.34503558
2009-05-01,1,35,5.66E-01,1.883454
2009-06-01,1,35,2.47E-01,1.883454
2009-07-01,1,35,-6.18E-02,-0.47197485
2009-08-01,1,35,-2.47E-01,-0.47197485
2009-09-01,1,35,-2.46E-01,-0.47197485
2009-10-01,1,35,-7.51E-02,0.17682591
2009-11-01,1,35,1.90E-01,0.8256267
2009-12-01,1,35,4.70E-01,NA
2010-01-01,1,35,7.09E-01,NA
2010-02-01,1,35,8.64E-01,3.322099
2010-03-01,1,35,8.99E-01,1.5167406
2010-04-01,1,35,7.94E-01,0.7833136
2010-05-01,1,35,5.59E-01,-0.35913995
2010-06-01,1,35,2.42E-01,-0.38734865
2010-07-01,1,35,-6.84E-02,-0.47197485
2010-08-01,1,35,-2.66E-01,-0.47197485
2010-09-01,1,35,-2.87E-01,-0.47197485
2010-10-01,1,35,-1.45E-01,-0.47197485
2010-11-01,1,35,9.35E-02,-0.45787048
2010-12-01,1,35,3.46E-01,NA
2011-01-01,1,35,5.58E-01,NA
2011-02-01,1,35,6.92E-01,0.10630409
2011-03-01,1,35,7.18E-01,1.0230877
2011-04-01,1,35,6.21E-01,-0.27451375
2011-05-01,1,35,4.06E-01,2.0527062
2011-06-01,1,35,1.13E-01,0.75510484
2011-07-01,1,35,-1.83E-01,-0.47197485
2011-08-01,1,35,-3.89E-01,-0.47197485
2011-09-01,1,35,-4.46E-01,-0.47197485
2011-10-01,1,35,-3.56E-01,-0.47197485
2011-11-01,1,35,-1.80E-01,-0.45787048
2011-12-01,1,35,7.94E-03,NA
2012-01-01,1,35,1.48E-01,NA
2012-02-01,1,35,2.02E-01,NA
2012-03-01,1,35,1.53E-01,NA
2012-04-01,1,35,-2.17E-04,NA
2012-05-01,1,35,-2.34E-01,-0.47197485
2012-06-01,1,35,-4.99E-01,-0.47197485
2012-07-01,1,35,-7.25E-01,-0.47197485
2012-08-01,1,35,-8.39E-01,-0.47197485
2012-09-01,1,35,-8.08E-01,-0.47197485
2012-10-01,1,35,-6.44E-01,-0.47197485
2012-11-01,1,35,-4.03E-01,-0.44376612
2012-12-01,1,35,-1.47E-01,NA
2013-01-01,1,35,6.75E-02,NA
2013-02-01,1,35,2.03E-01,1.3333838
2013-03-01,1,35,2.37E-01,0.07809536
2013-04-01,1,35,1.67E-01,-0.34503558
2013-05-01,1,35,8.28E-03,-0.44376612
2013-06-01,1,35,-2.03E-01,-0.45787048
2013-07-01,1,35,-4.08E-01,-0.47197485
2013-08-01,1,35,-5.43E-01,-0.47197485
2013-09-01,1,35,-5.68E-01,-0.47197485
2013-10-01,1,35,-4.82E-01,-0.45787048
2013-11-01,1,35,-3.20E-01,-0.45787048
2013-12-01,1,35,-1.32E-01,NA
2014-01-01,1,35,3.58E-02,NA
2014-02-01,1,35,1.44E-01,-0.1334701
2014-03-01,1,35,1.70E-01,-0.47197485
2014-04-01,1,35,1.06E-01,1.7424104
2014-05-01,1,35,-3.48E-02,-0.47197485
2014-06-01,1,35,-2.20E-01,-0.45787048
2014-07-01,1,35,-3.93E-01,-0.47197485
2014-08-01,1,35,-4.99E-01,-0.47197485
2014-09-01,1,35,-5.03E-01,-0.45787048
2014-10-01,1,35,-4.10E-01,-0.45787048
2014-11-01,1,35,-2.56E-01,-0.30272248
2014-12-01,1,35,-8.43E-02,NA
2015-01-01,1,35,6.34E-02,NA
2015-02-01,1,35,1.56E-01,0.10630409
2015-03-01,1,35,1.76E-01,NA
2015-04-01,1,35,1.18E-01,0.57174814
2015-05-01,1,35,-4.76E-03,-0.16167884
2015-06-01,1,35,-1.63E-01,-0.47197485
2015-07-01,1,35,-3.14E-01,-0.47197485
2015-08-01,1,35,-4.12E-01,-0.3732443
2015-09-01,1,35,-4.35E-01,-0.47197485
2015-10-01,1,35,-3.86E-01,-0.47197485
2015-11-01,1,35,-2.93E-01,NA
2015-12-01,1,35,-1.89E-01,NA
1984-01-01,7,47,6.70E-01,NA
1984-02-01,7,47,1.05E+00,NA
1984-03-01,7,47,1.09E+00,NA
1984-04-01,7,47,8.59E-01,NA
1984-05-01,7,47,4.95E-01,0.40578374
1984-06-01,7,47,1.39E-01,0.15966795
1984-07-01,7,47,-9.48E-02,0.15966795
1984-08-01,7,47,-8.07E-02,NA
1984-09-01,7,47,1.79E-01,0.15966795
1984-10-01,7,47,5.86E-01,0.40578374
1984-11-01,7,47,1.05E+00,NA
1984-12-01,7,47,1.45E+00,NA
1985-01-01,7,47,1.70E+00,NA
1985-02-01,7,47,1.71E+00,NA
1985-03-01,7,47,1.49E+00,NA
1985-04-01,7,47,1.10E+00,NA
1985-05-01,7,47,6.47E-01,NA
1985-06-01,7,47,2.23E-01,0.10692886
1985-07-01,7,47,-2.12E-02,0.40578374
1985-08-01,7,47,2.98E-02,0.40578374
1985-09-01,7,47,3.64E-01,0.40578374
1985-10-01,7,47,8.59E-01,1.267189
1985-11-01,7,47,1.36E+00,NA
1985-12-01,7,47,1.74E+00,NA
1986-01-01,7,47,1.92E+00,NA
1986-02-01,7,47,1.84E+00,NA
1986-03-01,7,47,1.54E+00,NA
1986-04-01,7,47,1.11E+00,1.267189
1986-05-01,7,47,6.06E-01,0.40578374
1986-06-01,7,47,1.32E-01,0.01903037
1986-07-01,7,47,-1.13E-01,0.15966795
1986-08-01,7,47,-2.43E-03,-0.4204621
1986-09-01,7,47,4.13E-01,-0.4204621
1986-10-01,7,47,9.66E-01,1.267189
1986-11-01,7,47,1.48E+00,NA
1986-12-01,7,47,1.84E+00,NA
1987-01-01,7,47,1.99E+00,NA
1987-02-01,7,47,1.88E+00,NA
1987-03-01,7,47,1.57E+00,NA
1987-04-01,7,47,1.13E+00,1.1265514
1987-05-01,7,47,6.09E-01,0.40578374
1987-06-01,7,47,1.20E-01,-0.367723
1987-07-01,7,47,-1.40E-01,-0.3853027
1987-08-01,7,47,-4.81E-02,-0.367723
1987-09-01,7,47,3.51E-01,1.2320296
1987-10-01,7,47,8.96E-01,1.267189
1987-11-01,7,47,1.40E+00,NA
1987-12-01,7,47,1.77E+00,NA
1988-01-01,7,47,1.93E+00,NA
1988-02-01,7,47,1.86E+00,NA
1988-03-01,7,47,1.56E+00,NA
1988-04-01,7,47,1.10E+00,NA
1988-05-01,7,47,5.57E-01,NA
1988-06-01,7,47,3.56E-02,NA
1988-07-01,7,47,-2.50E-01,-0.4204621
1988-08-01,7,47,-1.75E-01,-0.367723
1988-09-01,7,47,2.26E-01,0.33546495
1988-10-01,7,47,7.86E-01,1.1441311
1988-11-01,7,47,1.30E+00,NA
1988-12-01,7,47,1.70E+00,NA
1989-01-01,7,47,1.89E+00,NA
1989-02-01,7,47,1.84E+00,NA
1989-03-01,7,47,1.55E+00,NA
1989-04-01,7,47,1.09E+00,NA
1989-05-01,7,47,5.30E-01,1.0738122
1989-06-01,7,47,-9.47E-03,-0.4204621
1989-07-01,7,47,-3.00E-01,-0.4204621
1989-08-01,7,47,-2.20E-01,-0.3853027
1989-09-01,7,47,1.96E-01,-0.4204621
1989-10-01,7,47,7.74E-01,1.2144499
1989-11-01,7,47,1.31E+00,NA
1989-12-01,7,47,1.72E+00,NA
1990-01-01,7,47,1.92E+00,NA
1990-02-01,7,47,1.88E+00,NA
1990-03-01,7,47,1.60E+00,NA
1990-04-01,7,47,1.16E+00,NA
1990-05-01,7,47,6.05E-01,1.267189
1990-06-01,7,47,7.20E-02,-0.45562148
1990-07-01,7,47,-2.07E-01,-0.45562148
1990-08-01,7,47,-1.18E-01,-0.2974042
1990-09-01,7,47,3.00E-01,-0.17434631
1990-10-01,7,47,8.70E-01,NA
1990-11-01,7,47,1.39E+00,NA
1990-12-01,7,47,1.78E+00,NA
1991-01-01,7,47,1.97E+00,NA
1991-02-01,7,47,1.91E+00,NA
1991-03-01,7,47,1.64E+00,NA
1991-04-01,7,47,1.20E+00,1.1968702
1991-05-01,7,47,6.43E-01,1.0738122
1991-06-01,7,47,1.12E-01,0.35304463
1991-07-01,7,47,-1.63E-01,-0.17434631
1991-08-01,7,47,-6.74E-02,0.21240705
1991-09-01,7,47,3.63E-01,0.44094312
1991-10-01,7,47,9.37E-01,0.8452762
1991-11-01,7,47,1.44E+00,NA
1991-12-01,7,47,1.81E+00,NA
1992-01-01,7,47,1.99E+00,NA
1992-02-01,7,47,1.91E+00,NA
1992-03-01,7,47,1.62E+00,NA
1992-04-01,7,47,1.16E+00,NA
1992-05-01,7,47,5.79E-01,NA
1992-06-01,7,47,2.50E-02,1.267189
1992-07-01,7,47,-2.56E-01,-0.17434631
1992-08-01,7,47,-1.40E-01,-0.05128843
1992-09-01,7,47,3.23E-01,-0.12160722
1992-10-01,7,47,9.21E-01,1.2496092
1992-11-01,7,47,1.44E+00,NA
1992-12-01,7,47,1.81E+00,NA
1993-01-01,7,47,1.98E+00,NA
1993-02-01,7,47,1.90E+00,NA
1993-03-01,7,47,1.60E+00,NA
1993-04-01,7,47,1.13E+00,NA
1993-05-01,7,47,5.42E-01,NA
1993-06-01,7,47,-5.87E-03,-0.4204621
1993-07-01,7,47,-2.69E-01,-0.4204621
1993-08-01,7,47,-1.27E-01,-0.3325636
1993-09-01,7,47,3.50E-01,-0.3325636
1993-10-01,7,47,9.47E-01,0.5815807
1993-11-01,7,47,1.46E+00,NA
1993-12-01,7,47,1.82E+00,NA
1994-01-01,7,47,1.99E+00,NA
1994-02-01,7,47,1.92E+00,NA
1994-03-01,7,47,1.64E+00,NA
1994-04-01,7,47,1.20E+00,1.267189
1994-05-01,7,47,6.44E-01,1.0034934
1994-06-01,7,47,1.18E-01,-0.4204621
1994-07-01,7,47,-1.53E-01,-0.4204621
1994-08-01,7,47,-4.94E-02,0.33546495
1994-09-01,7,47,3.72E-01,0.22998676
1994-10-01,7,47,9.18E-01,1.267189
1994-11-01,7,47,1.40E+00,NA
1994-12-01,7,47,1.74E+00,NA
1995-01-01,7,47,1.91E+00,NA
1995-02-01,7,47,1.86E+00,NA
1995-03-01,7,47,1.61E+00,NA
1995-04-01,7,47,1.19E+00,1.2144499
1995-05-01,7,47,6.55E-01,0.40578374
1995-06-01,7,47,1.18E-01,-0.4204621
1995-07-01,7,47,-1.85E-01,-0.45562148
1995-08-01,7,47,-1.26E-01,-0.45562148
1995-09-01,7,47,2.49E-01,-0.10402752
1995-10-01,7,47,7.63E-01,0.59916043
1995-11-01,7,47,1.23E+00,NA
1995-12-01,7,47,1.58E+00,NA
1996-01-01,7,47,1.75E+00,NA
1996-02-01,7,47,1.71E+00,NA
1996-03-01,7,47,1.46E+00,NA
1996-04-01,7,47,1.03E+00,1.267189
1996-05-01,7,47,4.64E-01,1.267189
1996-06-01,7,47,-1.19E-01,-0.50836056
1996-07-01,7,47,-4.57E-01,-0.8775343
1996-08-01,7,47,-4.00E-01,-0.8775343
1996-09-01,7,47,-6.74E-04,0.33546495
